ID,馬名,性別,年齢,父,馬体重,オークション日,落札価格,落札時賞金,現在賞金,ROI,リンク,病歴,繁殖
680,ヒオウギ,牝,3,スクリーンヒーロー,412,2025-08-28,700000,1100000,0,-157.1,https://auction.keiba.rakuten.co.jp/item/14825,,
1556,ポルテソレイユ,牝,3,タワーオブロンドン,436,2025-02-13,690000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13712,,
1808,パトリオティズム,牝,3,アメリカンペイトリオット,422,2025-04-10,690000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13971,,
1789,ラインポラリス,牡,7,ルーラーシップ,492,2025-04-03,690000,18101000,0,-2623.3,https://auction.keiba.rakuten.co.jp/item/13952,,
2593,プレシャスノワール,牝,3,ダノンキングリー,430,2026-02-19,690000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15681,,
1609,ビップクララ,牝,3,マクフィ,460,2025-02-27,690000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13765,骨瘤,
434,スマイルインザサン,牝,3,フォーウィールドライブ,500,2025-07-31,690000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14570,,
477,ストームリッシュ,牡,3,マクフィ,516,2025-08-07,690000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14613,,
482,メイショウユウボシ,牡,3,キズナ,480,2025-08-07,690000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14618,ゆう癖,
1695,エアイナーン,牝,3,ゴールドシップ,452,2025-03-20,690000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13855,裂傷,
1646,エイシンモトゥール,牡,4,スクリーンヒーロー,492,2025-03-06,690000,630000,0,-91.3,https://auction.keiba.rakuten.co.jp/item/13805,DDSP / 喉鳴り,
2630,ミコノオンガエシ,牝,4,ゴールドシップ,437,2026-02-26,690000,1690000,0,-244.9,https://auction.keiba.rakuten.co.jp/item/15722,,
2352,ボナンザ,牡,5,シニスターミニスター,506,2025-12-25,6810000,105272000,0,-1545.8,https://auction.keiba.rakuten.co.jp/item/15432,骨折 / 骨瘤,
1771,ウインフォーユー,牝,3,サトノアラジン,422,2025-04-03,680000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13933,,
2579,ベラケンタウロス,牡,3,ゴールドドリーム,496,2026-02-15,680000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15666,骨折,
2231,プレシャスストーン,牝,4,ダノンバラード,418,2024-11-21,680000,4603000,0,-676.9,https://auction.keiba.rakuten.co.jp/item/13400,,
1767,テートモダン,セ,4,グレーターロンドン,447,2025-03-30,680000,4830000,0,-710.3,https://auction.keiba.rakuten.co.jp/item/13929,蹄葉炎 / 骨折,
2049,ボンウィークエンド,セ,3,Dundeel,450,2024-10-24,680000,125000,0,-18.4,https://auction.keiba.rakuten.co.jp/item/13216,,
1375,グッドエクスプレス,牡,3,アジアエクスプレス,539,2024-12-19,680000,5150000,0,-757.4,https://auction.keiba.rakuten.co.jp/item/13530,脚部不安 / 骨折 / 骨膜炎,
167,ハイウィルヘーズ,牝,4,リアルインパクト,447,2025-10-23,680000,1920000,0,-282.4,https://auction.keiba.rakuten.co.jp/item/15185,,
374,エールブラーヴ,牡,8,エスポワールシチー,483,2025-07-20,680000,44818000,0,-6590.9,https://auction.keiba.rakuten.co.jp/item/14509,フレグモーネ / 旋回癖,
835,オラリオン,牡,3,ラブリーデイ,468,2025-09-18,680000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14982,,
2226,コパマエチャン,牝,3,コパノリッキー,485,2024-11-21,680000,5335000,0,-784.6,https://auction.keiba.rakuten.co.jp/item/13395,,
1010,ルリオウ,牡,7,ゴールドシップ,534,2025-05-18,680000,3229000,0,-474.9,https://auction.keiba.rakuten.co.jp/item/14159,,
1418,オオイリブクロ,牡,3,ディスクリートキャット,420,2025-01-09,670000,0,1968000,293.7,https://auction.keiba.rakuten.co.jp/item/13573,,
1145,アスクサヴァイバル,牡,3,シルバーステート,432,2025-06-15,670000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14297,,
1050,サトゥーア,牝,3,サートゥルナーリア,470,2025-05-29,670000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14200,,
2376,ヘイセイラストの23,牡,2,モズアスコット,538,2025-12-25,670000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15470,屈腱炎 / 骨瘤,
691,ディフューズ,牝,3,ウインブライト,406,2025-08-28,670000,4430000,0,-661.2,https://auction.keiba.rakuten.co.jp/item/14836,,
297,グレースチャクラ,牝,2,オルフェーヴル,458,2025-09-25,670000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15040,,
1182,タマモハヤブサ,牡,3,アニマルキングダム,460,2025-06-22,670000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14335,骨瘤,
1817,ワイドマルガリータ,牝,4,ルーラーシップ,468,2025-04-10,670000,1590000,0,-237.3,https://auction.keiba.rakuten.co.jp/item/13981,骨折,
1954,リベリアスハート,牡,7,フェノーメノ,453,2024-10-03,670000,14077000,0,-2101.0,https://auction.keiba.rakuten.co.jp/item/13119,旋回癖,
25,イッセーノーデ,牝,4,ニシケンモノノフ,434,2025-10-26,670000,14995000,0,-2238.1,https://auction.keiba.rakuten.co.jp/item/15207,疝痛,
2617,ブリーゼプリマベラ,牝,3,ニューイヤーズデイ,474,2026-02-26,670000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15710,,
372,レンダリング,牡,5,タリスマニック,514,2025-07-20,670000,10245000,0,-1529.1,https://auction.keiba.rakuten.co.jp/item/14507,,
2405,ガウロン,牡,5,リアルスティール,530,2025-12-25,670000,22530000,0,-3362.7,https://auction.keiba.rakuten.co.jp/item/15499,脚部不安 / 骨膜炎,
1192,エレガンスドパリ,牝,3,ブリックスアンドモルタル,378,2025-06-26,670000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14345,,
1143,プレシャライジングの22,牝,3,サートゥルナーリア,507,2025-06-12,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14295,脚部不安,○
2457,ブライトリーダーズ,牡,4,ホッコータルマエ,483,2026-01-08,660000,2200000,0,-333.3,https://auction.keiba.rakuten.co.jp/item/15547,,
2118,スマートエラブル,牝,2,マジェスティックウォリアー,428,2024-11-07,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13286,さく癖,
929,ジーティーウララ,牝,3,ゴールドドリーム,436,2025-05-08,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14077,,
1985,シュヴァイゲン,牡,3,ドゥラメンテ,488,2024-10-10,660000,558000,0,-84.5,https://auction.keiba.rakuten.co.jp/item/13151,骨折,
778,ディアマンドロップ,牝,4,ブラックタイド,487,2025-09-07,660000,3031000,0,-459.2,https://auction.keiba.rakuten.co.jp/item/14925,,
1119,ステイラッキー,牝,3,フォーウィールドライブ,448,2025-06-08,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14271,,
1136,エイシンダリア,牝,3,ダノンシャーク,454,2025-06-12,660000,2000000,0,-303.0,https://auction.keiba.rakuten.co.jp/item/14288,鼻出血,
1154,トリクシー,牝,3,ビッグアーサー,524,2025-06-19,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14306,骨瘤 / 鼻出血,
350,ジャストチャックル,牝,4,スノードラゴン,467,2025-10-02,660000,5297000,0,-802.6,https://auction.keiba.rakuten.co.jp/item/15093,,
24,アフリカンリリー,牡,4,キンシャサノキセキ,466,2025-10-26,660000,1374000,0,-208.2,https://auction.keiba.rakuten.co.jp/item/15206,ゆう癖,
1048,オアシスブリーズ,牝,3,アルアイン,474,2025-05-29,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14198,,
600,メイショウナナカゼ,牝,3,ダノンレジェンド,410,2025-08-21,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14739,,
1020,イチナイス,牝,4,カレンブラックヒル,428,2025-05-22,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14169,,
724,ヨルハ,牝,3,サトノクラウン,436,2025-09-04,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14871,,
1106,エイシンハトホル,牡,3,フェノーメノ,442,2025-06-05,660000,1783000,0,-270.2,https://auction.keiba.rakuten.co.jp/item/14257,,
415,ゴーゴーゴウト,牡,3,バゴ,478,2025-07-24,660000,3577000,0,-542.0,https://auction.keiba.rakuten.co.jp/item/14551,,
1011,ヴレーデ,牡,3,ダノンレジェンド,480,2025-05-22,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14160,,
1246,マーケットメイク,牝,4,ダノンレジェンド,402,2025-07-03,660000,2770000,0,-419.7,https://auction.keiba.rakuten.co.jp/item/14399,,
1200,ナムラパール,牝,3,フィエールマン,426,2025-06-26,660000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14353,,
1880,アジアノジュンシン,牝,6,アジアエクスプレス,472,2024-09-19,6500000,42299000,0,-650.8,https://auction.keiba.rakuten.co.jp/item/13045,脚部不安 / 骨折,
1464,ナムラスカー,牡,4,バゴ,508,2025-01-16,650000,1400000,0,-215.4,https://auction.keiba.rakuten.co.jp/item/13619,,
284,アリーワーク,牝,3,ベストウォーリア,450,2025-09-21,650000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15025,,
636,マイネルエヴレン,牡,3,ニューイヤーズデイ,488,2025-08-24,650000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14779,筋肉痛 / 関節炎,
2633,オイチノカタ,牝,4,インカンテーション,417,2026-02-26,650000,4120000,0,-633.8,https://auction.keiba.rakuten.co.jp/item/15725,骨折,
976,グラースオショコラ,牝,3,リオンディーズ,462,2025-05-15,650000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14125,骨折,
2412,ソーシャルコード,牝,2,ダノンバラード,436,2025-12-25,650000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15510,,
334,ミソラ,牝,2,ゴールドドリーム,430,2025-10-02,650000,0,1160000,178.5,https://auction.keiba.rakuten.co.jp/item/15077,DDSP,
439,ブラックエトワール,牝,3,シルバーステート,456,2025-07-31,650000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14575,,
1196,ジョーテルプジ,牝,3,アドミラブル,454,2025-06-26,650000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14349,,
1108,アグニレディアンス,牝,5,アグニシャイン,492,2025-06-05,650000,6680000,0,-1027.7,https://auction.keiba.rakuten.co.jp/item/14259,ゆう癖 / 屈腱炎,
1123,アイアムルンルン,牝,3,マインドユアビスケッツ,378,2025-06-12,650000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14275,,
1078,ミンストレルソング,牝,3,ロードカナロア,442,2025-06-01,6490000,1550000,0,-23.9,https://auction.keiba.rakuten.co.jp/item/14229,,
1087,アイルシャンス,牝,3,レッドベルジュール,434,2025-06-05,640000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14238,,
2518,テンケイ ン,セ,5,トビーズコーナー,516,2026-02-01,640000,3410000,0,-532.8,https://auction.keiba.rakuten.co.jp/item/15610,さく癖 / 旋回癖 / 鼻出血,
914,クイーンパレス,牝,3,ブリックスアンドモルタル,384,2025-04-27,640000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14062,,
1825,アシレ,牝,3,サートゥルナーリア,426,2025-04-17,640000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13989,,
2577,ウインモアナ,牝,3,ブリックスアンドモルタル,392,2026-02-15,640000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15664,,
497,マルクドクール,牝,3,リアルインパクト,446,2025-08-07,640000,3105000,0,-485.2,https://auction.keiba.rakuten.co.jp/item/14633,,
1262,エンデューロ,牡,3,キズナ,564,2025-07-10,640000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14415,,
867,デュアルレインボー,牡,6,ルーラーシップ,517,2025-04-17,640000,22176000,0,-3465.0,https://auction.keiba.rakuten.co.jp/item/14015,,
573,ルージュミネルバ,牝,3,マインドユアビスケッツ,438,2025-08-17,640000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14711,骨瘤,
2420,エスグラシア,牝,6,ストロングリターン,478,2025-12-25,640000,12182000,0,-1903.4,https://auction.keiba.rakuten.co.jp/item/15519,蟻洞,
534,バチェラーパーティ,牡,3,バゴ,490,2025-08-14,640000,0,217000,33.9,https://auction.keiba.rakuten.co.jp/item/14672,,
1545,マイネルウォーリア,牡,4,ベストウォーリア,476,2025-02-06,640000,4350000,0,-679.7,https://auction.keiba.rakuten.co.jp/item/13700,さく癖 / フレグモーネ / 炎症 / 骨折 / 骨片 / 骨膜炎,
1508,コスモフィネス,牝,3,ウインブライト,432,2025-01-30,640000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13663,,
2256,ターゲサンブルック,牡,5,シニスターミニスター,482,2024-11-28,640000,20000000,0,-3125.0,https://auction.keiba.rakuten.co.jp/item/13425,DDSP / ゆう癖 / 喘鳴症 / 骨折,
1229,ウィズマイマミー,牝,3,ワールドエース,430,2025-07-03,640000,0,196000,30.6,https://auction.keiba.rakuten.co.jp/item/14382,,
1911,ホウオウベリテ,セ,5,ロードカナロア,450,2024-09-26,640000,12409000,0,-1938.9,https://auction.keiba.rakuten.co.jp/item/13076,骨瘤,
267,ブルーブレイブ,牝,3,キタサンブラック,492,2025-09-18,6320000,6230000,0,-98.6,https://auction.keiba.rakuten.co.jp/item/15008,骨折,
2530,ディキシーガンナー,牡,6,Gun Runner,498,2026-02-05,6320000,50556000,50556000,0.0,https://auction.keiba.rakuten.co.jp/item/15622,,
1431,エイシンソロモン,牡,4,アルアイン,465,2025-01-09,630000,860000,0,-136.5,https://auction.keiba.rakuten.co.jp/item/13586,,
863,マラカイト,牝,4,モーニン,455,2025-04-17,630000,3828000,0,-607.6,https://auction.keiba.rakuten.co.jp/item/14011,骨瘤,
2315,マダムファンタジア,牝,3,エピカリス,467,2024-12-12,630000,1045000,0,-165.9,https://auction.keiba.rakuten.co.jp/item/13485,,
2332,ヴィアトル,牝,3,サトノアラジン,420,2025-12-25,630000,6116000,0,-970.8,https://auction.keiba.rakuten.co.jp/item/15412,皮膚炎,
1758,ワンラヴ,牝,7,タニノギムレット,439,2025-03-27,630000,9270000,0,-1471.4,https://auction.keiba.rakuten.co.jp/item/13920,屈腱炎 / 感冒 / 骨瘤,
1757,トノカンショウ,牡,7,モンテロッソ,544,2025-03-27,630000,8983000,0,-1425.9,https://auction.keiba.rakuten.co.jp/item/13919,,
1173,プレリオン,セ,5,ミッキーアイル,433,2025-06-19,630000,1319000,0,-209.4,https://auction.keiba.rakuten.co.jp/item/14326,,
1302,ジンガブリッツ,牡,3,オルフェーヴル,440,2025-07-13,630000,720000,0,-114.3,https://auction.keiba.rakuten.co.jp/item/14456,,
952,ゼットサンダー,セ,4,サンダースノー,484,2025-05-08,630000,296000,0,-47.0,https://auction.keiba.rakuten.co.jp/item/14101,,
930,シンクロボンバイエ,牡,3,アドマイヤマーズ,407,2025-05-08,630000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14078,,
1773,カリヨンベル,牝,3,ウインブライト,430,2025-04-03,630000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13935,,
2363,ビップピュアエース,牝,5,エピファネイア,461,2025-12-25,630000,6183000,0,-981.4,https://auction.keiba.rakuten.co.jp/item/15449,鼻出血,
414,ブルドッグガール,牝,3,ブルドッグボス,435,2025-07-24,630000,2914000,0,-462.5,https://auction.keiba.rakuten.co.jp/item/14550,さく癖 / 蟻洞,
2032,ジャストアスミッジの23,牝,1,サートゥルナーリア,372,2024-10-24,630000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13199,脚部不安,
148,ウインクメイド,牝,4,カリフォルニアクローム,463,2025-11-27,630000,1340000,0,-212.7,https://auction.keiba.rakuten.co.jp/item/15385,,
1227,アールオブケント,セ,3,マジェスティックウォリアー,452,2025-07-03,630000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14380,蟻洞,
2550,フローティンローズ,牝,5,ロージズインメイ,484,2026-02-22,620000,6170000,6170000,0.0,https://auction.keiba.rakuten.co.jp/item/15705,球節炎 / 筋肉痛 / 骨瘤,
932,ナムラロビン,牡,3,アルアイン,498,2025-05-08,620000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14080,骨瘤,
2240,アポロリリー,牝,7,ディープブリランテ,439,2024-11-21,620000,17872000,0,-2882.6,https://auction.keiba.rakuten.co.jp/item/13409,,
51,トルマリーナ,牝,2,アメリカンペイトリオット,462,2025-11-13,620000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15292,ゆう癖,
1259,セリア,牝,3,カリフォルニアクローム,482,2025-07-06,620000,420000,0,-67.7,https://auction.keiba.rakuten.co.jp/item/14412,,
1543,リフトオフ,牡,3,サトノアラジン,533,2025-02-06,620000,108000,0,-17.4,https://auction.keiba.rakuten.co.jp/item/13698,喘鳴症,
859,センチュリクィーン,牝,4,Saxon Warrior,464,2025-04-17,620000,1320000,0,-212.9,https://auction.keiba.rakuten.co.jp/item/14007,,
2052,プリンセスパリー,牝,3,サンダースノー,432,2024-10-24,620000,1693000,0,-273.1,https://auction.keiba.rakuten.co.jp/item/13219,,
2164,コスモサンブライト,牝,2,ウインブライト,440,2024-11-14,620000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13332,蟻洞,
1378,バージャンフォース,セ,4,ロードカナロア,511,2024-12-19,620000,3019000,0,-486.9,https://auction.keiba.rakuten.co.jp/item/13533,,
1381,スマートコマンダー,牡,7,ワイルドラッシュ,487,2024-12-19,620000,18461000,0,-2977.6,https://auction.keiba.rakuten.co.jp/item/13536,さく癖,
579,シャンパンイン,牡,3,モンドキャンノ,482,2025-08-17,620000,2959000,0,-477.3,https://auction.keiba.rakuten.co.jp/item/14718,,
436,ソロフィオーレ,牝,3,エポカドーロ,420,2025-07-31,620000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14572,挫跖,
1373,タイヘイノヨ,セ,3,ディスクリートキャット,517,2024-12-19,620000,2900000,0,-467.7,https://auction.keiba.rakuten.co.jp/item/13528,,
1268,ナイトエラント,牡,3,ロードカナロア,502,2025-07-10,620000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14421,喘鳴症 / 蟻洞,
2446,ナムラマフィン,牝,3,インディチャンプ,418,2026-01-08,620000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15535,,
544,エニグマティーク,牝,3,モーリス,464,2025-08-14,620000,720000,0,-116.1,https://auction.keiba.rakuten.co.jp/item/14682,,
1935,ピサノグラフの22,牝,2,サトノクラウン,430,2024-10-03,6170000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13100,,
244,ドゥムーラン,牝,5,サトノダイヤモンド,470,2025-12-25,6150000,11500000,0,-187.0,https://auction.keiba.rakuten.co.jp/item/15395,さく癖 / 骨折 / 骨片 / 骨瘤,
510,マリエンプラッツ,牝,3,ハービンジャー,450,2025-08-10,610000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14647,DDSP,
1449,ステレオプシス,牝,3,レッドファルクス,476,2025-01-16,610000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13604,ゆう癖,
369,ポップスター,セ,4,シャンハイボビー,496,2025-07-20,610000,9800000,0,-1606.6,https://auction.keiba.rakuten.co.jp/item/14504,骨折,
555,レジスタ,牡,3,City of Light,545,2025-08-14,610000,400000,0,-65.6,https://auction.keiba.rakuten.co.jp/item/14693,跛行,
39,モアハピネス,牡,3,ホッコータルマエ,500,2025-11-06,610000,469000,469000,0.0,https://auction.keiba.rakuten.co.jp/item/15272,,
57,コールミーメイビー,牝,4,リオンディーズ,448,2025-11-13,610000,9725000,0,-1594.3,https://auction.keiba.rakuten.co.jp/item/15297,旋回癖,
1067,ラトラディシオン,牝,3,サートゥルナーリア,482,2025-05-29,610000,506000,0,-83.0,https://auction.keiba.rakuten.co.jp/item/14217,,
2065,アイルキャッチユーの23,牝,1,ウインブライト,427,2024-10-31,610000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13232,脚元不安,
2134,ギブミーユアラブ,牝,3,ビッグアーサー,475,2024-11-07,610000,2915000,0,-477.9,https://auction.keiba.rakuten.co.jp/item/13302,,
961,ヘキクウ,牡,6,ラブリーデイ,581,2025-05-08,610000,21840000,0,-3580.3,https://auction.keiba.rakuten.co.jp/item/14110,フレグモーネ / 屈腱炎 / 骨折,
2149,ブラッドワイルド,牡,5,ダイワメジャー,530,2024-11-07,610000,8700000,0,-1426.2,https://auction.keiba.rakuten.co.jp/item/13317,さく癖,
1307,レモンアイカー,牝,5,サトノクラウン,493,2025-07-13,610000,6887000,0,-1129.0,https://auction.keiba.rakuten.co.jp/item/14461,,
708,チャーミーアイズ,牝,6,リヤンドファミユ,435,2025-08-28,610000,6603000,0,-1082.5,https://auction.keiba.rakuten.co.jp/item/14853,骨折,
2410,チューウィー,牝,6,スクリーンヒーロー,480,2025-12-25,610000,19523000,0,-3200.5,https://auction.keiba.rakuten.co.jp/item/15507,球節炎 / 蕁麻疹 / 骨折,
456,アショカ,牡,4,ドゥラメンテ,486,2025-07-31,610000,4650000,0,-762.3,https://auction.keiba.rakuten.co.jp/item/14592,骨折,
1127,ジーティーネージュ,牝,3,アルアイン,474,2025-06-12,610000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14279,,
2009,エッセイ(IRE),牝,3,Invincible Spirit,485,2024-10-17,600000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13176,骨折 / 骨片,
2415,リュシエル,牝,2,ミスターメロディ,404,2025-12-25,600000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15513,,
1015,モズフェスティバル,牡,3,スワーヴリチャード,496,2025-05-22,600000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14164,屈腱炎,
1522,エクステンシヴリー,牡,4,フサイチセブン,550,2025-01-30,600000,4580000,0,-763.3,https://auction.keiba.rakuten.co.jp/item/13677,屈腱炎 / 疝痛,
782,ウーバーミッション,牝,3,ノーブルミッション,433,2025-09-11,600000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14929,,
1272,ベールドゥフィーユ,牝,3,レッドファルクス,398,2025-07-10,600000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14425,,
1186,ブレイブルイーズ,セ,3,ダノンレジェンド,462,2025-06-22,600000,3720000,0,-620.0,https://auction.keiba.rakuten.co.jp/item/14339,,
2582,マイネルトラオム,牡,4,ノヴェリスト,490,2026-02-15,600000,8460000,0,-1410.0,https://auction.keiba.rakuten.co.jp/item/15669,骨瘤 / 鼻出血,
46,ミッションレール,牡,7,ジャスタウェイ,496,2025-11-06,600000,27873000,0,-4645.5,https://auction.keiba.rakuten.co.jp/item/15280,,
559,バイアスペクター,牝,4,ダノンバラード,439,2025-08-14,600000,1234000,0,-205.7,https://auction.keiba.rakuten.co.jp/item/14697,脚部不安,
756,アビレ,牝,7,ノボジャック,470,2025-09-04,600000,10560000,0,-1760.0,https://auction.keiba.rakuten.co.jp/item/14903,,
2186,バストリカ,牝,3,トーセンラー,446,2024-11-14,600000,1595000,0,-265.8,https://auction.keiba.rakuten.co.jp/item/13354,,
1889,スノーショコラ,牝,5,クロフネ,551,2024-09-19,600000,3780000,0,-630.0,https://auction.keiba.rakuten.co.jp/item/13054,繋靭帯炎 / 跛行 / 骨瘤,
873,シルバーブリッジ,牝,4,シルバーステート,408,2025-04-20,600000,1130000,0,-188.3,https://auction.keiba.rakuten.co.jp/item/14021,,
2150,ミスターサファリ,牡,6,ハーツクライ,520,2024-11-07,600000,13940000,0,-2323.3,https://auction.keiba.rakuten.co.jp/item/13318,さく癖 / 喉鳴り / 旋回癖,
2399,リケアダージリン,牝,3,ヴァンセンヌ,438,2025-12-25,600000,2025000,0,-337.5,https://auction.keiba.rakuten.co.jp/item/15493,球節炎 / 骨折,
1468,スミシュー,牝,6,ヘニーヒューズ,498,2025-01-16,600000,2170000,0,-361.7,https://auction.keiba.rakuten.co.jp/item/13623,,
509,ビザンティーノ,牡,3,Masar,484,2025-08-10,600000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14646,屈腱炎,
120,ノイヤーヘルト,セ,4,ニューイヤーズデイ,516,2025-11-23,600000,15070000,0,-2511.7,https://auction.keiba.rakuten.co.jp/item/15364,,
2166,マカセナハレ,牡,2,マジェスティックウォリアー,472,2024-11-14,5960000,550000,0,-9.2,https://auction.keiba.rakuten.co.jp/item/13334,蟻洞,
321,アファン,牝,6,ヘニーヒューズ,514,2025-09-28,590000,18860000,0,-3196.6,https://auction.keiba.rakuten.co.jp/item/15064,ゆう癖 / 球節炎 / 骨折 / 骨片,
2441,アレピアード,セ,6,トーセンラー,454,,590000,3724000,0,-631.2,https://auction.keiba.rakuten.co.jp/item/13916,跛行,
1393,ゴールデンサンダー,牡,2,サンダースノー,436,2024-12-26,590000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13548,,
371,リュウノシャモニー,牝,3,ホッコータルマエ,462,2025-07-20,590000,175000,0,-29.7,https://auction.keiba.rakuten.co.jp/item/14506,,
696,マンテン,牡,2,イスラボニータ,435,2025-08-28,590000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14841,,
538,モズミコシ,牡,3,モズアスコット,454,2025-08-14,590000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14676,DDSP,
1201,フォルスマジック,牡,3,ミッキーロケット,484,2025-06-26,590000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14354,,
2089,ベゼルファセット,牡,3,サトノダイヤモンド,514,2024-10-31,590000,792000,0,-134.2,https://auction.keiba.rakuten.co.jp/item/13256,喘鳴症 / 裂傷 / 角膜炎,
351,カシスオレンジ,牡,4,エスポワールシチー,476,2025-10-02,590000,6430000,0,-1089.8,https://auction.keiba.rakuten.co.jp/item/15094,,
1561,ケイパブル,牝,5,グランデッツァ,470,2025-02-13,590000,6199000,0,-1050.7,https://auction.keiba.rakuten.co.jp/item/13717,屈腱炎 / 挫跖,
440,モダンレディ,牝,3,ノーブルミッション,452,2025-07-31,590000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14576,,
2425,ボル,牡,3,バゴ,449,2025-12-25,590000,2200000,0,-372.9,https://auction.keiba.rakuten.co.jp/item/15524,さく癖,
1970,ナンヨーウイング,牝,4,オルフェーヴル,450,2024-10-10,590000,2911000,0,-493.4,https://auction.keiba.rakuten.co.jp/item/13136,,
1356,ブルジョア,牝,2,ブルドッグボス,424,2024-12-19,580000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13511,,
816,スターキー,牡,5,メイショウボーラー,436,2025-09-11,580000,11300000,0,-1948.3,https://auction.keiba.rakuten.co.jp/item/14963,,
2165,コスモチャンティ,牝,2,スクリーンヒーロー,424,2024-11-14,580000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13333,,
1648,セロリ,牝,4,サトノダイヤモンド,473,2025-03-06,580000,2150000,0,-370.7,https://auction.keiba.rakuten.co.jp/item/13807,跛行,
589,シャイニーセーラー,牝,3,ゴールドシップ,456,2025-08-21,580000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14728,骨瘤,
1374,カプリシャスラブ,牝,3,ブラックタイド,446,2024-12-19,580000,3899000,0,-672.2,https://auction.keiba.rakuten.co.jp/item/13529,,
2463,オスマン,牡,6,ベストウォーリア,485,2026-01-08,580000,4074000,0,-702.4,https://auction.keiba.rakuten.co.jp/item/15554,さく癖 / 骨折,
533,ノイエムジーク,牡,3,ジャスタウェイ,484,2025-08-14,580000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14671,ゆう癖 / 疝痛,
